"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"588","SI",2021-08-23,92,-1.11,5.97,"Seager, Kyle",572122,621112,"","foul",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","R","OAK","SEA","S",NA,"",1,2,2021,-1.19,0.98,-0.94,1.85,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,543228,NA,NA,2.99785238258841,-134.009456582793,-6.81347250803329,-15.0913963887573,25.6314158557894,-19.0885151352716,3.37,1.53,1,75.7,-67,92.4,2014,6.2,632758,621112,543228,621566,476704,543281,462101,592192,516782,640461,54.27,NA,NA,NA,NA,NA,NA,NA,3,4,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",201,0,0
"589","FC",2021-08-23,88.6,-1.08,5.98,"Seager, Kyle",572122,621112,"","foul",NA,NA,NA,NA,12,"Kyle Seager strikes out swinging.","R","L","R","OAK","SEA","S",NA,"",1,1,2021,0.25,0.52,0.83,2.51,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,543228,NA,NA,4.15339123879978,-129.109923612349,-3.61185443892774,2.10607991245715,22.5781369540623,-25.7872081743892,3.37,1.53,223,99.8,16,89.1,2417,6.2,632758,621112,543228,621566,476704,543281,462101,592192,516782,640461,54.32,NA,NA,NA,NA,NA,NA,NA,3,3,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",171,0,-0.027
"590","CU",2021-08-23,80.4,-1.1,6.06,"Seager, Kyle",572122,621112,"","swinging_strike",NA,NA,NA,NA,14,"Kyle Seager strikes out swinging.","R","L","R","OAK","SEA","S",NA,"",1,0,2021,0.19,-1.3,0.69,1.26,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,543228,NA,NA,3.59250901118038,-117.104706217099,-1.46928772044866,1.06610933832703,23.2627246333805,-44.0450827276569,3.37,1.53,NA,NA,NA,80,2696,6.1,632758,621112,543228,621566,476704,543281,462101,592192,516782,640461,54.44,NA,NA,NA,NA,NA,NA,NA,3,2,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",21,0,-0.02
"591","SI",2021-08-23,92.4,-1.19,5.96,"Seager, Kyle",572122,621112,"","ball",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","R","OAK","SEA","B",NA,"",0,0,2021,-1.13,1.16,-0.89,1.52,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,543228,NA,NA,3.20956431443243,-134.559597910083,-8.09681864952778,-14.4318754280674,24.9775049176111,-16.644819058024,3.39,1.54,NA,NA,NA,93,2095,6.3,632758,621112,543228,621566,476704,543281,462101,592192,516782,640461,54.22,NA,NA,NA,NA,NA,NA,NA,3,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",207,0,0.016
"592","SI",2021-08-22,91.5,0.99,6.07,"Seager, Kyle",572122,664285,"field_out","hit_into_play",NA,NA,NA,NA,5,"Kyle Seager flies out sharply to center fielder Jake Meyers.","R","L","L","HOU","SEA","X",8,"fly_ball",3,1,2021,1.19,0.51,0,2.35,NA,NA,NA,0,7,"Top",122.49,44.46,NA,NA,455117,NA,NA,-5.03587860900337,-132.983717997567,-4.515104318169,15.2414663003977,32.3456220255694,-25.3174471477493,3.37,1.53,381,103.7,35,90.6,2115,6.1,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.41,0.614,1.202,0,1,0,0,6,49,5,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",140,0.033,-0.395
"593","SI",2021-08-22,92.5,0.91,6.14,"Seager, Kyle",572122,664285,"","ball",NA,NA,NA,NA,12,"Kyle Seager flies out sharply to center fielder Jake Meyers.","R","L","L","HOU","SEA","B",NA,"",2,1,2021,1.31,0.72,0.75,3.23,NA,NA,NA,0,7,"Top",NA,NA,NA,NA,455117,NA,NA,-3.23375811408651,-134.610021204641,-3.06770394991111,16.5044195306358,34.1229059831969,-22.948321171947,3.09,1.43,NA,NA,NA,91.1,2219,5.8,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.69,NA,NA,NA,NA,NA,NA,NA,49,4,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",147,0,0.113
"594","SI",2021-08-22,91.4,1.02,6.07,"Seager, Kyle",572122,664285,"","foul",NA,NA,NA,NA,2,"Kyle Seager flies out sharply to center fielder Jake Meyers.","R","L","L","HOU","SEA","S",NA,"",2,0,2021,1.23,0.59,-0.03,2.94,NA,NA,NA,0,7,"Top",NA,NA,NA,NA,455117,NA,NA,-5.24282940479612,-133.062217874827,-3.27057296709103,15.7589672063719,28.9799527204251,-24.6375314093405,3.37,1.53,213,74.2,30,90.8,2182,5.9,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.57,NA,NA,NA,NA,NA,NA,NA,49,3,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",144,0,-0.067
"595","CU",2021-08-22,78.1,1.22,6,"Seager, Kyle",572122,664285,"","ball",NA,NA,NA,NA,14,"Kyle Seager flies out sharply to center fielder Jake Meyers.","R","L","L","HOU","SEA","B",NA,"",1,0,2021,-0.99,-1.39,0.03,1.02,NA,NA,NA,0,7,"Top",NA,NA,NA,NA,455117,NA,NA,-0.72739320534983,-113.624551436936,-1.18212399976975,-8.31161527067733,24.0913453823297,-44.0660149022809,3.11,1.53,NA,NA,NA,76.7,2825,5.7,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.84,NA,NA,NA,NA,NA,NA,NA,49,2,"Curveball",2,0,0,2,0,2,0,2,"Infield shift","Standard",326,0,0.07
"596","CU",2021-08-22,78.2,1.14,5.96,"Seager, Kyle",572122,664285,"","ball",NA,NA,NA,NA,13,"Kyle Seager flies out sharply to center fielder Jake Meyers.","R","L","L","HOU","SEA","B",NA,"",0,0,2021,-1.18,-1.32,-1.32,1.01,NA,NA,NA,0,7,"Top",NA,NA,NA,NA,455117,NA,NA,-3.10702202083726,-113.76772751742,-1.21148836442709,-9.3780704657979,25.0042814585436,-43.4820285420261,3.09,1.53,NA,NA,NA,76.9,2769,5.8,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.66,NA,NA,NA,NA,NA,NA,NA,49,1,"Curveball",2,0,0,2,0,2,0,2,"Infield shift","Standard",326,0,0.038
"597","SI",2021-08-22,91.1,1.17,6.06,"Seager, Kyle",572122,664285,"field_out","hit_into_play",NA,NA,NA,NA,8,"Kyle Seager grounds out, first baseman Yuli Gurriel to pitcher Framber Valdez.","R","L","L","HOU","SEA","X",3,"ground_ball",2,0,2021,1.13,0.28,0.25,1.91,NA,NA,NA,1,4,"Top",174.94,154.04,NA,NA,455117,NA,NA,-4.70626449667455,-132.558631579554,-5.05036805346654,14.3741200817949,29.8705721167216,-28.005533433545,3.37,1.53,8,95.6,-14,90.3,2162,5.9,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.59,0.197,0.186,0,1,0,0,2,28,3,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",142,0.018,-0.239
"598","CU",2021-08-22,77,1.17,6.02,"Seager, Kyle",572122,664285,"","ball",NA,NA,NA,NA,13,"Kyle Seager grounds out, first baseman Yuli Gurriel to pitcher Framber Valdez.","R","L","L","HOU","SEA","B",NA,"",1,0,2021,-0.95,-1.23,-0.66,1.09,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,455117,NA,NA,-2.13483627093775,-112.103985871042,-1.18769914275142,-7.51736989849893,22.8213744425802,-42.4341618850031,3.12,1.53,NA,NA,NA,75.9,2789,5.8,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.73,NA,NA,NA,NA,NA,NA,NA,28,2,"Curveball",2,0,0,2,0,2,0,2,"Infield shift","Standard",321,0,0.05
"599","SI",2021-08-22,91.1,1.11,6.03,"Seager, Kyle",572122,664285,"","ball",NA,NA,NA,NA,13,"Kyle Seager grounds out, first baseman Yuli Gurriel to pitcher Framber Valdez.","R","L","L","HOU","SEA","B",NA,"",0,0,2021,1.22,0.54,-0.62,0.86,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,455117,NA,NA,-6.90811915394879,-132.242272943714,-8.13718835337486,15.7961621631412,29.0496735535923,-24.2320754346962,3.23,1.53,NA,NA,NA,90.3,2136,6,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.5,NA,NA,NA,NA,NA,NA,NA,28,1,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",134,0,0.026
"600","SL",2021-08-22,86.3,-0.49,6.3,"Seager, Kyle",572122,592773,"home_run","hit_into_play",NA,NA,NA,NA,5,"Kyle Seager homers (29) on a fly ball to center field.   Mitch Haniger scores.    Ty France scores.","R","L","R","HOU","SEA","X",NA,"fly_ball",2,2,2021,0.2,-0.13,-0.05,2.59,NA,571745,664034,0,11,"Top",174.05,24.33,NA,NA,488771,NA,NA,0.644465676191579,-125.820849345001,-2.36913007989572,1.95204141741541,24.9502162098153,-33.3347969260486,3.37,1.53,446,109,30,86.3,2349,6.1,632793,592773,488771,493329,514888,607111,621043,649557,676694,488726,54.38,0.989,1.995,2,1,0,3,6,81,5,"Slider",2,3,3,2,6,2,6,2,"Infield shift","Standard",62,-0.218,1.989
"601","FS",2021-08-22,87.8,-0.48,6.31,"Seager, Kyle",572122,592773,"","ball",NA,NA,NA,NA,11,"Kyle Seager homers (29) on a fly ball to center field.   Mitch Haniger scores.    Ty France scores.","R","L","R","HOU","SEA","B",NA,"",1,2,2021,-0.79,-0.03,-1.92,3.08,NA,571745,664034,0,11,"Top",NA,NA,NA,NA,488771,NA,NA,-1.85036696905611,-127.846619698775,-1.64385533923442,-8.26575351092589,26.9135804063854,-32.3661297824303,3.34,1.53,NA,NA,NA,87.5,859,6.1,632793,592773,488771,493329,514888,607111,621043,649557,676694,488726,54.4,NA,NA,NA,NA,NA,NA,NA,81,4,"Split-Finger",2,3,3,2,3,2,3,2,"Infield shift","Standard",245,0,0.099
"602","CU",2021-08-22,78.5,1.31,5.97,"Seager, Kyle",572122,664285,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Kyle Seager strikes out swinging.","R","L","L","HOU","SEA","S",2,"",2,2,2021,-1.09,-1.38,0.41,1.12,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,455117,NA,NA,0.0641855284553906,-114.206355026536,-0.943847795088992,-9.38210626394389,25.3585629610474,-44.1119889578836,3.37,1.53,NA,NA,NA,77.4,2931,6,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.49,NA,NA,0,1,0,0,NA,7,6,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",325,0.023,-0.217
"603","FS",2021-08-22,88.4,-0.42,6.25,"Seager, Kyle",572122,592773,"","foul",NA,NA,NA,NA,9,"Kyle Seager homers (29) on a fly ball to center field.   Mitch Haniger scores.    Ty France scores.","R","L","R","HOU","SEA","S",NA,"",1,1,2021,-1.07,0.16,0.56,1.82,NA,571745,664034,0,11,"Top",NA,NA,NA,NA,488771,NA,NA,4.63337434941981,-128.659519411177,-5.06937679906495,-12.8119481623632,25.550611099614,-29.6100780736734,3.37,1.53,43,83.9,1,88.6,968,6.3,632793,592773,488771,493329,514888,607111,621043,649557,676694,488726,54.17,NA,NA,NA,NA,NA,NA,NA,81,3,"Split-Finger",2,3,3,2,3,2,3,2,"Infield shift","Standard",242,0,-0.126
"604","SI",2021-08-22,93.9,1.04,6.15,"Seager, Kyle",572122,664285,"","foul",NA,NA,NA,NA,14,"Kyle Seager strikes out swinging.","R","L","L","HOU","SEA","S",NA,"",2,2,2021,1.3,0.51,1.03,2.12,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,455117,NA,NA,-2.86237343897839,-136.5009019192,-5.70392862600374,16.7976154531617,33.8776852233302,-24.7011255808745,3.37,1.53,3,77.2,-38,92.4,2239,5.8,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.75,NA,NA,NA,NA,NA,NA,NA,7,5,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",145,0,0
"605","CU",2021-08-22,78.6,1.13,5.97,"Seager, Kyle",572122,664285,"","ball",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","HOU","SEA","B",NA,"",1,2,2021,-1.08,-1.19,-0.66,0.05,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,455117,NA,NA,-1.88027519665307,-114.323793724598,-3.6704456898064,-8.92325069254885,24.270993457592,-41.939982702041,3.14,1.53,NA,NA,NA,77.5,2768,5.9,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.62,NA,NA,NA,NA,NA,NA,NA,7,4,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",329,0,0.043
"606","FS",2021-08-22,88,-0.5,6.29,"Seager, Kyle",572122,592773,"","ball",NA,NA,NA,NA,11,"Kyle Seager homers (29) on a fly ball to center field.   Mitch Haniger scores.    Ty France scores.","R","L","R","HOU","SEA","B",NA,"",0,1,2021,-0.72,0.15,-1.08,2.94,NA,571745,664034,0,11,"Top",NA,NA,NA,NA,488771,NA,NA,0.0769023080252313,-128.199473933953,-2.31700388709052,-7.97889892252232,27.0274669357366,-30.3031950408311,3.37,1.53,NA,NA,NA,88,816,6.3,632793,592773,488771,493329,514888,607111,621043,649557,676694,488726,54.23,NA,NA,NA,NA,NA,NA,NA,81,2,"Split-Finger",2,3,3,2,3,2,3,2,"Infield shift","Standard",242,0,0.084
"607","CU",2021-08-22,79.5,1.03,5.99,"Seager, Kyle",572122,664285,"","ball",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","HOU","SEA","B",NA,"",0,2,2021,-1.03,-1.44,-1.85,-0.39,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,455117,NA,NA,-4.35983297644448,-115.551756860594,-4.35183935003186,-8.0554724193848,26.2840510975947,-44.1104156294919,3.12,1.53,NA,NA,NA,78.3,2927,6,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.46,NA,NA,NA,NA,NA,NA,NA,7,3,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",320,0,0.022
"608","FS",2021-08-22,86.3,-0.7,6.24,"Seager, Kyle",572122,592773,"","called_strike",NA,NA,NA,NA,1,"Kyle Seager homers (29) on a fly ball to center field.   Mitch Haniger scores.    Ty France scores.","R","L","R","HOU","SEA","S",NA,"",0,0,2021,-1.04,-0.08,-0.72,2.9,NA,571745,664034,0,11,"Top",NA,NA,NA,NA,488771,NA,NA,2.06196458297669,-125.658455612175,-1.57672475070573,-11.3950613746856,25.7525499625824,-32.8969239254021,3.31,1.53,NA,NA,NA,86.2,825,6.2,632793,592773,488771,493329,514888,607111,621043,649557,676694,488726,54.26,NA,NA,NA,NA,NA,NA,NA,81,1,"Split-Finger",2,3,3,2,3,2,3,2,"Infield shift","Standard",248,0,-0.101
"609","CU",2021-08-22,76.6,1.22,6.03,"Seager, Kyle",572122,664285,"","swinging_strike",NA,NA,NA,NA,7,"Kyle Seager strikes out swinging.","R","L","L","HOU","SEA","S",NA,"",0,1,2021,-1.15,-1.32,-0.8,1.77,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,455117,NA,NA,-2.15788449723569,-111.440366637867,0.516612002438886,-9.00489315246942,23.3659043092463,-43.3996587086794,3.37,1.53,NA,NA,NA,75.4,2806,5.8,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.7,NA,NA,NA,NA,NA,NA,NA,7,2,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",319,0,-0.052
"610","CU",2021-08-22,75.9,1.24,5.97,"Seager, Kyle",572122,664285,"","called_strike",NA,NA,NA,NA,8,"Kyle Seager strikes out swinging.","R","L","L","HOU","SEA","S",NA,"",0,0,2021,-0.99,-1.34,-0.26,1.46,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,455117,NA,NA,-1.34329014135539,-110.437627337624,0.151567850072363,-7.75373899828439,23.0895441791088,-43.3030830369451,3.03,1.53,NA,NA,NA,74.7,2773,5.8,632793,664285,455117,493329,514888,649557,621043,670541,676694,488726,54.73,NA,NA,NA,NA,NA,NA,NA,7,1,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",325,0,-0.038
"611","CU",2021-08-22,82.8,-0.32,6.23,"Seager, Kyle",572122,519151,"strikeout","swinging_strike_blocked",NA,NA,NA,NA,14,"Kyle Seager strikes out swinging, catcher Martin Maldonado to first baseman Yuli Gurriel.","R","L","R","HOU","SEA","S",2,"",1,2,2021,1.39,-1.11,0.49,0.5,NA,NA,NA,0,9,"Top",NA,NA,NA,NA,455117,NA,NA,-0.861196105433093,-120.369354582643,-4.24546270847777,13.4902818338675,28.6918626397968,-41.9971496963111,3.37,1.53,NA,NA,NA,81.5,3125,6,632793,519151,455117,493329,514888,649557,621043,488726,676694,676801,54.51,NA,NA,0,1,0,0,NA,64,4,"Curveball",2,2,2,2,2,2,2,2,"Infield shift","Standard",24,0.058,-0.174
"612","SL",2021-08-22,90.4,-0.56,6.18,"Seager, Kyle",572122,519151,"","foul",NA,NA,NA,NA,9,"Kyle Seager strikes out swinging, catcher Martin Maldonado to first baseman Yuli Gurriel.","R","L","R","HOU","SEA","S",NA,"",1,1,2021,0.43,0.13,0.52,1.97,NA,NA,NA,0,9,"Top",NA,NA,NA,NA,455117,NA,NA,1.77219367122089,-131.664930050163,-4.84697696092834,4.6381172361238,26.534096766384,-29.8660091978186,3.37,1.53,NA,NA,NA,90,2640,5.9,632793,519151,455117,493329,514888,649557,621043,488726,676694,676801,54.6,NA,NA,NA,NA,NA,NA,NA,64,3,"Slider",2,2,2,2,2,2,2,2,"Infield shift","Standard",165,0,-0.057
"613","CU",2021-08-22,82.4,-0.36,6.17,"Seager, Kyle",572122,519151,"","swinging_strike",NA,NA,NA,NA,14,"Kyle Seager strikes out swinging, catcher Martin Maldonado to first baseman Yuli Gurriel.","R","L","R","HOU","SEA","S",NA,"",1,0,2021,1.36,-0.89,1.5,0.23,NA,NA,NA,0,9,"Top",NA,NA,NA,NA,455117,NA,NA,1.57408391964425,-119.8296979068,-5.04916074256074,12.5231873914125,28.1104222736208,-39.701804386636,3.37,1.53,NA,NA,NA,81.1,3278,5.9,632793,519151,455117,493329,514888,649557,621043,488726,676694,676801,54.56,NA,NA,NA,NA,NA,NA,NA,64,2,"Curveball",2,2,2,2,2,2,2,2,"Infield shift","Standard",30,0,-0.049
"614","SL",2021-08-22,90.3,-0.59,6.19,"Seager, Kyle",572122,519151,"","ball",NA,NA,NA,NA,14,"Kyle Seager strikes out swinging, catcher Martin Maldonado to first baseman Yuli Gurriel.","R","L","R","HOU","SEA","B",NA,"",0,0,2021,0.45,0.1,0.33,1.26,NA,NA,NA,0,9,"Top",NA,NA,NA,NA,455117,NA,NA,1.30518550527268,-131.393536983762,-6.52131383580223,4.94534973497895,28.0801799335286,-29.7816320909027,3.48,1.53,NA,NA,NA,89.8,2698,6,632793,519151,455117,493329,514888,649557,621043,488726,676694,676801,54.51,NA,NA,NA,NA,NA,NA,NA,64,1,"Slider",2,2,2,2,2,2,2,2,"Infield shift","Standard",151,0,0.038
"615","CU",2021-08-21,73.4,-1.25,6.12,"Seager, Kyle",572122,543606,"field_out","hit_into_play",NA,NA,NA,NA,8,"Kyle Seager pops out to catcher Martin Maldonado in foul territory.","R","L","R","HOU","SEA","X",2,"popup",0,0,2021,1.01,-0.34,0.03,1.96,NA,NA,NA,0,6,"Top",95.59,199.07,NA,NA,455117,NA,NA,0.861527013495049,-106.929902991193,-0.550754663659819,7.57962764491674,18.1012688628854,-34.887554438372,3.37,1.53,73,81.4,80,73,2205,5.9,632834,543606,455117,493329,514888,607111,621043,622100,676694,488726,54.59,0.003,0.003,0,1,0,0,3,50,1,"Curveball",12,1,1,12,1,12,1,12,"Infield shift","Standard",65,0.001,-0.241
"616","FS",2021-08-21,86.2,-1.33,5.88,"Seager, Kyle",572122,543606,"field_out","hit_into_play",NA,NA,NA,NA,8,"Kyle Seager grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.","R","L","R","HOU","SEA","X",6,"ground_ball",2,2,2021,-1.11,0.86,0.14,1.48,NA,NA,641487,2,3,"Top",137.05,155.98,NA,NA,455117,NA,NA,5.7422119641175,-125.391444262921,-5.98958819023223,-12.9106835180106,24.3780998726259,-22.0994285625719,3.37,1.53,2,64.1,-45,86.3,1082,6.3,632834,543606,455117,493329,514888,607111,621043,622100,676694,488726,54.24,0.194,0.191,0,1,0,0,2,19,5,"Split-Finger",1,0,0,1,0,1,0,1,"Infield shift","Standard",227,0.026,-0.192
"617","FS",2021-08-21,84.5,-1.37,5.92,"Seager, Kyle",572122,543606,"","foul",NA,NA,NA,NA,9,"Kyle Seager grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.","R","L","R","HOU","SEA","S",NA,"",2,1,2021,-0.54,0.35,0.47,1.47,NA,NA,641487,2,3,"Top",NA,NA,NA,NA,455117,NA,NA,5.34512072471963,-123.069878746619,-4.76764792336725,-6.48160712629146,22.2025587693637,-27.932439557552,3.37,1.53,2,75.9,-32,84.6,1132,6.1,632834,543606,455117,493329,514888,607111,621043,622100,676694,488726,54.38,NA,NA,NA,NA,NA,NA,NA,19,4,"Split-Finger",1,0,0,1,0,1,0,1,"Infield shift","Standard",222,0,-0.063
"618","FS",2021-08-21,83.5,-1.4,5.92,"Seager, Kyle",572122,543606,"","ball",NA,NA,NA,NA,11,"Kyle Seager grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.","R","L","R","HOU","SEA","B",NA,"",1,1,2021,-0.47,0.57,-1.53,3.6,NA,NA,641487,2,3,"Top",NA,NA,NA,NA,455117,NA,NA,0.621706407718439,-121.695845946454,-0.0996526094153174,-4.80814511113178,22.3501491693634,-26.6525348855455,3.54,1.62,NA,NA,NA,83.4,1049,6,632834,543606,455117,493329,514888,607111,621043,622100,676694,488726,54.52,NA,NA,NA,NA,NA,NA,NA,19,3,"Split-Finger",1,0,0,1,0,1,0,1,"Infield shift","Standard",219,0,0.04
"619","FS",2021-08-21,85.5,-1.36,5.94,"Seager, Kyle",572122,543606,"","foul",NA,NA,NA,NA,4,"Kyle Seager grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.","R","L","R","HOU","SEA","S",NA,"",1,0,2021,-1.06,0.58,-0.37,2.11,NA,NA,641487,2,3,"Top",NA,NA,NA,NA,455117,NA,NA,4.46166230923654,-124.532663900263,-3.97074387914963,-11.959683245996,22.5966186209308,-25.5549814385202,3.37,1.53,5,96,-22,85.6,1309,6.1,632834,543606,455117,493329,514888,607111,621043,622100,676694,488726,54.42,NA,NA,NA,NA,NA,NA,NA,19,2,"Split-Finger",1,0,0,1,0,1,0,1,"Infield shift","Standard",221,0,-0.048
"620","FS",2021-08-21,85.2,-1.37,5.92,"Seager, Kyle",572122,543606,"","ball",NA,NA,NA,NA,13,"Kyle Seager grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.","R","L","R","HOU","SEA","B",NA,"",0,0,2021,-1.05,0.74,-0.72,1.19,NA,NA,641487,2,3,"Top",NA,NA,NA,NA,455117,NA,NA,3.62428469737809,-123.944097877955,-6.28893733236193,-11.5285659673333,23.7261114024368,-23.5278711658574,3.48,1.6,NA,NA,NA,84.9,1166,6,632834,543606,455117,493329,514888,607111,621043,622100,676694,488726,54.47,NA,NA,NA,NA,NA,NA,NA,19,1,"Split-Finger",1,0,0,1,0,1,0,1,"Infield shift","Standard",223,0,0.036
"621","CU",2021-08-21,76.6,-2.15,5.39,"Seager, Kyle",572122,664208,"field_out","hit_into_play",NA,NA,NA,NA,4,"Kyle Seager lines out to center fielder Jake Meyers.","R","L","R","HOU","SEA","X",8,"line_drive",1,0,2021,1.68,-0.67,-0.74,2.59,663728,664238,NA,2,7,"Top",122.65,54.21,NA,NA,455117,NA,NA,-0.0824331190107456,-111.415275692208,2.53751580306009,13.7997451031532,24.7011301936189,-38.5178090451245,3.37,1.53,358,99.1,22,76.8,3035,7,632834,664208,455117,493329,514888,607111,621043,622100,676694,488726,53.53,0.42,0.552,0,1,0,0,5,65,2,"Curveball",15,1,1,15,1,15,1,15,"Infield shift","Standard",54,0,-0.629
"622","CU",2021-08-21,75.8,-2.13,5.38,"Seager, Kyle",572122,664208,"","ball",NA,NA,NA,NA,13,"Kyle Seager lines out to center fielder Jake Meyers.","R","L","R","HOU","SEA","B",NA,"",0,0,2021,1.75,-0.67,-1.45,2.06,663728,664238,NA,2,7,"Top",NA,NA,NA,NA,455117,NA,NA,-1.73120028111161,-110.150440781458,1.56061246684548,14.3388771787343,24.2236539295173,-38.1526505027154,3.42,1.6,NA,NA,NA,75.8,2805,6.9,632834,664208,455117,493329,514888,607111,621043,622100,676694,488726,53.58,NA,NA,NA,NA,NA,NA,NA,65,1,"Curveball",15,1,1,15,1,15,1,15,"Infield shift","Standard",53,0,0.045
"623","CU",2021-08-21,72.3,-1.21,6.2,"Seager, Kyle",572122,543606,"single","hit_into_play",NA,NA,NA,NA,5,"Kyle Seager singles on a line drive to right fielder Michael Brantley.","R","L","R","HOU","SEA","X",9,"line_drive",0,0,2021,0.98,-0.7,-0.02,2.12,NA,NA,NA,2,1,"Top",162.63,98.77,NA,NA,455117,NA,NA,0.690699311957067,-105.209637583658,0.562079175954039,7.12629218839142,19.7149459039703,-37.7106092156778,3.37,1.53,227,77.3,25,71.7,2115,6,632834,543606,455117,493329,514888,607111,621043,622100,676694,488726,54.47,0.609,0.551,0.9,1,1,0,4,3,1,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",55,-0.012,0.121
"624","KC",2021-08-20,85.1,-1.69,5.4,"Seager, Kyle",572122,621121,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Kyle Seager strikes out swinging.","R","L","R","HOU","SEA","S",2,"",1,2,2021,1.27,-0.92,0.13,1.03,NA,NA,NA,1,6,"Top",NA,NA,NA,NA,455117,NA,NA,1.71021645692194,-123.826338657862,-2.02288401419321,12.5896671671366,27.5599554746302,-41.3888241580909,3.37,1.53,NA,NA,NA,84.3,2920,6.1,632774,621121,455117,493329,514888,649557,621043,488726,676694,676801,54.45,NA,NA,0,1,0,0,NA,52,5,"Knuckle Curve",12,1,1,12,1,12,1,12,"Infield shift","Standard",45,0,-0.114
