"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"38","CU",2021-10-01,80.1,2.02,5.26,"Seager, Kyle",572122,660761,"field_out","hit_into_play",NA,NA,NA,NA,13,"Kyle Seager lines out to shortstop Luis Rengifo.","R","L","L","SEA","LAA","X",6,"line_drive",1,1,2021,-0.82,-0.58,-1.24,1.98,NA,NA,NA,0,4,"Bot",127.52,140.73,NA,NA,435559,NA,NA,-5.64471016659878,-116.664217451202,0.497482619927629,-6.50982450376073,20.2848124740015,-37.793999104847,3.37,1.53,151,77.7,13,80.2,2776,6.1,632270,660761,435559,665120,664058,608686,650859,594838,669016,501571,54.38,0.489,0.44,0,1,0,0,4,30,3,"Curveball",1,2,1,2,2,1,1,2,"Infield shift","Standard",294,-0.03,-0.231
"39","FF",2021-10-01,93.6,1.93,5.29,"Seager, Kyle",572122,660761,"","ball",NA,NA,NA,NA,13,"Kyle Seager lines out to shortstop Luis Rengifo.","R","L","L","SEA","LAA","B",NA,"",0,1,2021,0.97,1.49,-1.9,1.23,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,435559,NA,NA,-11.9034129825229,-135.639488708541,-7.93427331090554,14.5211519434542,27.9290894646104,-12.1472259096115,3.4,1.53,NA,NA,NA,92.9,2277,6,632270,660761,435559,665120,664058,608686,650859,594838,669016,501571,54.53,NA,NA,NA,NA,NA,NA,NA,30,2,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Infield shift","Standard",134,0,0.027
"40","CH",2021-10-01,81.5,2.12,5.29,"Seager, Kyle",572122,660761,"","swinging_strike",NA,NA,NA,NA,5,"Kyle Seager lines out to shortstop Luis Rengifo.","R","L","L","SEA","LAA","S",NA,"",0,0,2021,0.62,0.87,0.14,2.52,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,435559,NA,NA,-5.61563302876719,-118.71544329848,-1.37072977381665,6.83498531041673,20.406960826559,-23.8562439927869,3.37,1.53,NA,NA,NA,81.5,1618,6,632270,660761,435559,665120,664058,608686,650859,594838,669016,501571,54.51,NA,NA,NA,NA,NA,NA,NA,30,1,"Changeup",1,2,1,2,2,1,1,2,"Infield shift","Standard",130,0,-0.038
"41","CH",2021-10-01,83.7,1.96,5.28,"Seager, Kyle",572122,660761,"strikeout","swinging_strike_blocked",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","L","SEA","LAA","S",2,"",2,2,2021,0.96,0.72,-0.48,0.34,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,435559,NA,NA,-7.50284132128548,-121.578582433164,-6.41426937133373,10.9539446202183,21.8537490767254,-24.0308874210616,3.37,1.53,NA,NA,NA,83.9,1689,6.3,632270,660761,435559,665120,664058,608686,650859,594838,669016,501571,54.19,NA,NA,0,1,0,0,NA,11,6,"Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard",124,-0.023,-0.217
"42","CU",2021-10-01,80.5,2.09,5.22,"Seager, Kyle",572122,660761,"","ball",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","L","SEA","LAA","B",NA,"",1,2,2021,-0.92,-0.81,-0.58,1.1,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,435559,NA,NA,-4.17034797046132,-117.17847261209,-0.930867655867179,-7.66789981061498,22.7914193636306,-39.6188700694719,3.3,1.53,NA,NA,NA,80.1,2904,6,632270,660761,435559,665120,664058,608686,650859,594838,669016,501571,54.47,NA,NA,NA,NA,NA,NA,NA,11,5,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",301,0,0.043
"43","FF",2021-10-01,93.9,1.89,5.29,"Seager, Kyle",572122,660761,"","foul",NA,NA,NA,NA,7,"Kyle Seager strikes out swinging, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","L","SEA","LAA","S",NA,"",1,2,2021,1.06,1.36,-0.71,1.51,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,435559,NA,NA,-9.00520824761053,-136.414395478285,-7.03650610887712,15.2488559072357,29.0505978659987,-13.8221356413859,3.37,1.53,188,70.8,52,93.4,2336,6,632270,660761,435559,665120,664058,608686,650859,594838,669016,501571,54.47,NA,NA,NA,NA,NA,NA,NA,11,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",137,0,0
"44","FF",2021-10-01,94.7,1.8,5.42,"Seager, Kyle",572122,660761,"","ball",NA,NA,NA,NA,11,"Kyle Seager strikes out swinging, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","L","SEA","LAA","B",NA,"",0,2,2021,0.56,1.49,-2.89,4.21,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,435559,NA,NA,-13.3641502448928,-137.333286114679,-0.791047425250933,9.99296800185605,29.5089771124858,-13.2774317798294,3.39,1.53,NA,NA,NA,94.1,2357,6,632270,660761,435559,665120,664058,608686,650859,594838,669016,501571,54.47,NA,NA,NA,NA,NA,NA,NA,11,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",143,0,0.022
"45","CU",2021-10-01,79.5,2.18,5.27,"Seager, Kyle",572122,660761,"","swinging_strike",NA,NA,NA,NA,7,"Kyle Seager strikes out swinging, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","L","SEA","LAA","S",NA,"",0,1,2021,-0.95,-0.76,-0.78,1.68,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,435559,NA,NA,-4.6682875597155,-115.6959743951,0.328468291630692,-7.62620427203913,21.7711966246607,-39.3103176865835,3.37,1.53,NA,NA,NA,79,2816,6,632270,660761,435559,665120,664058,608686,650859,594838,669016,501571,54.54,NA,NA,NA,NA,NA,NA,NA,11,2,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",293,0,-0.052
"46","CU",2021-10-01,79.6,2.18,5.37,"Seager, Kyle",572122,660761,"","called_strike",NA,NA,NA,NA,1,"Kyle Seager strikes out swinging, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","L","SEA","LAA","S",NA,"",0,0,2021,-0.68,-0.64,-0.3,2.78,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,435559,NA,NA,-4.13974926127606,-115.875837253072,2.22510905319719,-5.37240449131489,20.985255404776,-38.5545772742151,3.27,1.53,NA,NA,NA,79.2,2656,5.9,632270,660761,435559,665120,664058,608686,650859,594838,669016,501571,54.59,NA,NA,NA,NA,NA,NA,NA,11,1,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",297,0,-0.038
"47","SL",2021-10-01,84.7,-2.47,5.66,"Seager, Kyle",572122,594577,"field_out","hit_into_play",NA,NA,NA,NA,13,"Kyle Seager grounds out softly, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","R","SEA","LAA","X",2,"ground_ball",2,1,2021,0.24,0.04,-1.34,1.6,NA,NA,NA,2,6,"Bot",124.48,198.71,NA,NA,435559,NA,NA,2.16210816695825,-123.390771075988,-3.22140487601428,1.98956344938634,25.1999867441989,-31.2770433978146,3.37,1.53,1,87.1,-66,84.3,1870,6.1,632270,594577,435559,665120,664058,608686,650859,594838,669016,501571,54.45,0.329,0.318,0,1,0,0,2,45,4,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",147,-0.019,-0.119
"48","SL",2021-10-01,84.1,-2.52,5.6,"Seager, Kyle",572122,594577,"","swinging_strike",NA,NA,NA,NA,7,"Kyle Seager grounds out softly, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","R","SEA","LAA","S",NA,"",2,0,2021,0.19,0.11,-0.54,1.86,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,435559,NA,NA,4.19363787320719,-122.461334850367,-2.46785391293119,1.03545819268281,26.0348935596373,-30.7789001471015,3.37,1.53,NA,NA,NA,83.6,1863,6.1,632270,594577,435559,665120,664058,608686,650859,594838,669016,501571,54.39,NA,NA,NA,NA,NA,NA,NA,45,3,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",135,0,-0.024
"49","SL",2021-10-01,84.9,-2.55,5.65,"Seager, Kyle",572122,594577,"","ball",NA,NA,NA,NA,13,"Kyle Seager grounds out softly, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","R","SEA","LAA","B",NA,"",1,0,2021,0.11,0.15,-0.18,1.06,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,435559,NA,NA,5.29913794648512,-123.646083586044,-4.73467233512142,0.166164156289527,23.0958910122328,-29.9524019784007,3.4,1.53,NA,NA,NA,84.7,1957,5.9,632270,594577,435559,665120,664058,608686,650859,594838,669016,501571,54.55,NA,NA,NA,NA,NA,NA,NA,45,2,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",188,0,0.024
"50","SL",2021-10-01,84.4,-2.48,5.64,"Seager, Kyle",572122,594577,"","ball",NA,NA,NA,NA,14,"Kyle Seager grounds out softly, catcher Kurt Suzuki to first baseman Jared Walsh.","R","L","R","SEA","LAA","B",NA,"",0,0,2021,0.23,0.11,0.15,0.93,NA,NA,NA,2,6,"Bot",NA,NA,NA,NA,435559,NA,NA,5.61495763627977,-122.792044975741,-4.75915443174064,1.16698237476947,25.6088961050612,-30.3088615412658,3.43,1.53,NA,NA,NA,83.7,1939,6,632270,594577,435559,665120,664058,608686,650859,594838,669016,501571,54.55,NA,NA,NA,NA,NA,NA,NA,45,1,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",61,0,0.016
"51","SL",2021-10-01,84.5,-1.73,5.63,"Seager, Kyle",572122,628452,"double","hit_into_play",NA,NA,NA,NA,14,"Kyle Seager doubles (28) on a line drive to right fielder Jose Rojas.","R","L","R","SEA","LAA","X",9,"line_drive",0,1,2021,0.91,0.5,0.16,1.37,NA,NA,NA,0,9,"Bot",193.11,118.19,NA,NA,435559,NA,NA,2.59154284992984,-123.098064993392,-4.60565497997622,8.857475808279,22.7281791840205,-26.427296771721,3.37,1.53,219,95.2,14,84.3,2600,6,632270,628452,435559,665120,664058,608686,650859,594838,669016,670351,54.55,0.897,0.868,1.25,1,1,1,4,64,2,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",61,0.244,0.678
"52","SL",2021-10-01,83,-1.75,5.57,"Seager, Kyle",572122,628452,"","swinging_strike",NA,NA,NA,NA,9,"Kyle Seager doubles (28) on a line drive to right fielder Jose Rojas.","R","L","R","SEA","LAA","S",NA,"",0,0,2021,0.9,0.53,0.33,2.03,NA,NA,NA,0,9,"Bot",NA,NA,NA,NA,435559,NA,NA,2.97823049285868,-120.996035138783,-2.72268130242527,8.39941934893801,21.8711254505981,-26.6495458134826,3.37,1.53,NA,NA,NA,83,2503,6,632270,628452,435559,665120,664058,608686,650859,594838,669016,670351,54.51,NA,NA,NA,NA,NA,NA,NA,64,1,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",62,0,-0.038
"53","FS",2021-09-29,86.4,-1.18,6.17,"Seager, Kyle",572122,593423,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","R","SEA","OAK","S",2,"",2,2,2021,-0.99,0.37,-0.76,1.22,NA,NA,664034,0,6,"Bot",NA,NA,NA,NA,543228,NA,NA,3.01786938572493,-125.699727802307,-6.31327040095226,-11.0885603243694,24.7276945869042,-27.1559554436279,3.37,1.53,NA,NA,NA,86.2,1548,6.1,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.42,NA,NA,0,1,0,0,NA,44,7,"Split-Finger",0,1,0,1,1,0,0,1,"Infield shift","Standard",225,-0.059,-0.33
"54","FF",2021-09-29,96.9,-1.23,6.14,"Seager, Kyle",572122,593423,"","foul",NA,NA,NA,NA,3,"Kyle Seager strikes out swinging.","R","L","R","SEA","OAK","S",NA,"",2,2,2021,-0.44,1.3,0.46,3.05,NA,NA,664034,0,6,"Bot",NA,NA,NA,NA,543228,NA,NA,5.49470394743561,-141.030975026745,-5.64488100114993,-7.14031432100567,31.2882324303657,-13.7464687164738,3.37,1.53,200,71.9,45,96.3,2445,5.9,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.63,NA,NA,NA,NA,NA,NA,NA,44,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shift","Standard",209,0,0
"55","FS",2021-09-29,86.4,-1.22,6.21,"Seager, Kyle",572122,593423,"","foul",NA,NA,NA,NA,7,"Kyle Seager strikes out swinging.","R","L","R","SEA","OAK","S",NA,"",2,2,2021,-0.83,0,-0.54,1.55,NA,NA,664034,0,6,"Bot",NA,NA,NA,NA,543228,NA,NA,3.26663130702596,-125.85855646003,-4.89977884644106,-9.43907929222183,24.2475436291957,-31.3856690558513,3.37,1.53,NA,NA,NA,86.1,1605,5.9,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.56,NA,NA,NA,NA,NA,NA,NA,44,5,"Split-Finger",0,1,0,1,1,0,0,1,"Infield shift","Standard",226,0,0
"56","FS",2021-09-29,86,-1.07,6.26,"Seager, Kyle",572122,593423,"","called_strike",NA,NA,NA,NA,6,"Kyle Seager strikes out swinging.","R","L","R","SEA","OAK","S",NA,"",2,1,2021,-0.7,0.23,0.39,2.88,NA,NA,664034,0,6,"Bot",NA,NA,NA,NA,543228,NA,NA,4.83972567889364,-125.26554420446,-2.28136445878163,-8.36604718003337,23.5037842684361,-29.5392216110237,3.51,1.55,NA,NA,NA,85.6,1616,5.8,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.7,NA,NA,NA,NA,NA,NA,NA,44,4,"Split-Finger",0,1,0,1,1,0,0,1,"Infield shift","Standard",224,0,-0.113
"57","SI",2021-09-29,95.6,-1.17,6.2,"Seager, Kyle",572122,593423,"","ball",NA,NA,NA,NA,12,"Kyle Seager strikes out swinging.","R","L","R","SEA","OAK","B",NA,"",1,1,2021,-1.24,1.22,0.89,3.21,NA,NA,664034,0,6,"Bot",NA,NA,NA,NA,543228,NA,NA,8.14411206827992,-138.905789948606,-4.96386272344066,-17.8307026348118,31.2792297615733,-15.3792078498156,3.49,1.53,NA,NA,NA,94.7,2277,5.9,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.62,NA,NA,NA,NA,NA,NA,NA,44,3,"Sinker",0,1,0,1,1,0,0,1,"Infield shift","Standard",206,0,0.075
"58","SI",2021-09-29,94,-1.14,6.2,"Seager, Kyle",572122,593423,"","called_strike",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","R","SEA","OAK","S",NA,"",1,0,2021,-1.12,1.28,-0.86,2.04,NA,NA,664034,0,6,"Bot",NA,NA,NA,NA,543228,NA,NA,3.16026046943446,-136.734688050676,-7.84684693956465,-14.7295224888739,30.6643864271938,-14.5533381451504,3.46,1.59,NA,NA,NA,93.3,2210,6,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.54,NA,NA,NA,NA,NA,NA,NA,44,2,"Sinker",0,1,0,1,1,0,0,1,"Infield shift","Standard",206,0,-0.073
"59","SI",2021-09-29,94.2,-1.11,6.38,"Seager, Kyle",572122,593423,"","ball",NA,NA,NA,NA,11,"Kyle Seager strikes out swinging.","R","L","R","SEA","OAK","B",NA,"",0,0,2021,-1.18,1.3,-1.74,2.72,NA,NA,664034,0,6,"Bot",NA,NA,NA,NA,543228,NA,NA,0.990593254002469,-137.027578651526,-6.61584924550362,-15.1110516956823,30.9530010837005,-14.5033045556552,3.56,1.6,NA,NA,NA,93.3,2224,5.8,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.7,NA,NA,NA,NA,NA,NA,NA,44,1,"Sinker",0,1,0,1,1,0,0,1,"Infield shift","Standard",205,0,0.057
"60","FF",2021-09-29,96.6,-0.99,6.19,"Seager, Kyle",572122,593423,"field_out","hit_into_play",NA,NA,NA,NA,7,"Kyle Seager grounds out, first baseman Matt Olson to pitcher Frankie Montas.","R","L","R","SEA","OAK","X",3,"ground_ball",2,1,2021,-0.57,1.61,-0.4,1.46,NA,NA,NA,0,4,"Bot",162,161.66,NA,NA,543228,NA,NA,2.84927609332672,-140.236187196651,-10.5444269322877,-8.14475766009742,33.7420712535602,-8.64509327555868,3.37,1.53,4,75.4,-22,95.4,2379,5.9,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.61,0.057,0.053,0,1,0,0,2,26,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",211,-0.027,-0.283
"61","FS",2021-09-29,87.1,-1.06,6.21,"Seager, Kyle",572122,593423,"","ball",NA,NA,NA,NA,14,"Kyle Seager grounds out, first baseman Matt Olson to pitcher Frankie Montas.","R","L","R","SEA","OAK","B",NA,"",1,1,2021,-0.74,0.58,0.77,1.5,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,543228,NA,NA,5.85944173397404,-126.657771324625,-6.33605501642294,-9.11441460985564,24.0143515037268,-24.8274982137252,3.57,1.69,NA,NA,NA,86.6,1399,5.8,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.67,NA,NA,NA,NA,NA,NA,NA,26,3,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shift","Standard",229,0,0.052
"62","FF",2021-09-29,96.4,-1.05,6.19,"Seager, Kyle",572122,593423,"","called_strike",NA,NA,NA,NA,8,"Kyle Seager grounds out, first baseman Matt Olson to pitcher Frankie Montas.","R","L","R","SEA","OAK","S",NA,"",1,0,2021,-0.58,1.64,-0.05,1.61,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,543228,NA,NA,3.92716635954268,-139.95224402865,-10.1530797661136,-8.5535816259105,33.6861077487323,-8.54521194467782,3.41,1.53,NA,NA,NA,95.3,2337,5.9,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.57,NA,NA,NA,NA,NA,NA,NA,26,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",209,0,-0.049
"63","FS",2021-09-29,85.8,-1.09,6.24,"Seager, Kyle",572122,593423,"","ball",NA,NA,NA,NA,14,"Kyle Seager grounds out, first baseman Matt Olson to pitcher Frankie Montas.","R","L","R","SEA","OAK","B",NA,"",0,0,2021,-0.69,0.28,1,2.01,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,543228,NA,NA,6.29626375377801,-124.805054130235,-4.3423657001265,-8.42664777345804,23.21403375024,-28.6172775630465,3.45,1.54,NA,NA,NA,85.5,1369,6,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.52,NA,NA,NA,NA,NA,NA,NA,26,1,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shift","Standard",225,0,0.038
"64","FF",2021-09-29,92,1.36,6.54,"Seager, Kyle",572122,605177,"field_out","hit_into_play",NA,NA,NA,NA,4,"Kyle Seager grounds out, second baseman Tony Kemp to first baseman Matt Olson.","R","L","L","SEA","OAK","X",4,"ground_ball",2,2,2021,0.93,1.39,-0.41,2.57,NA,NA,641487,2,7,"Bot",147.88,140.32,NA,NA,543228,NA,NA,-6.49978299707283,-133.609642008719,-7.22395499642717,12.5154058800169,29.7503400632398,-14.188305709024,3.37,1.53,109,74.7,10,92.1,2149,6.6,632299,605177,543228,621566,643393,656305,543281,592192,516782,640461,53.94,0.297,0.28,0,1,0,0,2,57,6,"4-Seam Fastball",3,2,3,2,2,3,3,2,"Infield shift","Standard",143,-0.02,-0.192
"65","SI",2021-09-29,93.6,1.52,6.51,"Seager, Kyle",572122,605177,"","foul",NA,NA,NA,NA,12,"Kyle Seager grounds out, second baseman Tony Kemp to first baseman Matt Olson.","R","L","L","SEA","OAK","S",NA,"",2,2,2021,1.29,1.12,0.26,3.54,NA,NA,641487,2,7,"Bot",NA,NA,NA,NA,543228,NA,NA,-6.13667788912052,-136.089072425761,-4.39020330802695,17.4086942814847,29.9000109224147,-17.5329706847049,3.37,1.53,76,75.1,79,94,2099,6.6,632299,605177,543228,621566,643393,656305,543281,592192,516782,640461,53.92,NA,NA,NA,NA,NA,NA,NA,57,5,"Sinker",3,2,3,2,2,3,3,2,"Infield shift","Standard",148,0,0
"66","SI",2021-09-29,92.4,1.5,6.48,"Seager, Kyle",572122,605177,"","foul",NA,NA,NA,NA,14,"Kyle Seager grounds out, second baseman Tony Kemp to first baseman Matt Olson.","R","L","L","SEA","OAK","S",NA,"",2,1,2021,1.27,1.23,0.91,2.03,NA,NA,641487,2,7,"Bot",NA,NA,NA,NA,543228,NA,NA,-4.28691961923591,-134.297388973569,-8.2059317392315,16.300786019405,30.3812529731079,-15.6482136566354,3.37,1.53,6,87,-20,92.7,2254,6.6,632299,605177,543228,621566,643393,656305,543281,592192,516782,640461,53.89,NA,NA,NA,NA,NA,NA,NA,57,4,"Sinker",3,2,3,2,2,3,3,2,"Infield shift","Standard",146,0,-0.063
"67","FF",2021-09-29,91.6,1.57,6.38,"Seager, Kyle",572122,605177,"","ball",NA,NA,NA,NA,13,"Kyle Seager grounds out, second baseman Tony Kemp to first baseman Matt Olson.","R","L","L","SEA","OAK","B",NA,"",1,1,2021,0.85,1.54,-0.37,0.69,NA,NA,641487,2,7,"Bot",NA,NA,NA,NA,543228,NA,NA,-6.75591655649661,-132.76278147365,-11.7868671082462,11.5276127974143,29.5657594798499,-11.5528873018969,3.49,1.48,NA,NA,NA,91.6,2143,6.6,632299,605177,543228,621566,643393,656305,543281,592192,516782,640461,53.91,NA,NA,NA,NA,NA,NA,NA,57,3,"4-Seam Fastball",3,2,3,2,2,3,3,2,"Infield shift","Standard",140,0,0.04
"68","SI",2021-09-29,92.3,1.63,6.47,"Seager, Kyle",572122,605177,"","called_strike",NA,NA,NA,NA,6,"Kyle Seager grounds out, second baseman Tony Kemp to first baseman Matt Olson.","R","L","L","SEA","OAK","S",NA,"",1,0,2021,1.31,1.12,0.45,2.8,NA,NA,641487,2,7,"Bot",NA,NA,NA,NA,543228,NA,NA,-5.87466851041971,-134.130371805871,-5.96410988751768,17.0777459990493,30.1290463519975,-17.4932138226926,3.57,1.53,NA,NA,NA,92.5,2139,6.6,632299,605177,543228,621566,643393,656305,543281,592192,516782,640461,53.91,NA,NA,NA,NA,NA,NA,NA,57,2,"Sinker",3,2,3,2,2,3,3,2,"Infield shift","Standard",148,0,-0.048
"69","SL",2021-09-29,81.3,1.83,6.24,"Seager, Kyle",572122,605177,"","blocked_ball",NA,NA,NA,NA,13,"Kyle Seager grounds out, second baseman Tony Kemp to first baseman Matt Olson.","R","L","L","SEA","OAK","B",NA,"",0,0,2021,0.03,-0.1,-0.68,0.06,NA,NA,641487,2,7,"Bot",NA,NA,NA,NA,543228,NA,NA,-5.70261905627147,-118.168040547934,-7.07827345806067,1.33247976651069,22.2930635720287,-31.9579110771151,3.49,1.55,NA,NA,NA,81.6,2451,6.5,632299,605177,543228,621566,643393,656305,543281,592192,516782,640461,53.95,NA,NA,NA,NA,NA,NA,NA,57,1,"Slider",3,2,3,2,2,3,3,2,"Infield shift","Standard",334,0,0.036
"70","SI",2021-09-29,96.7,-1.04,6.25,"Seager, Kyle",572122,593423,"strikeout","called_strike",NA,NA,NA,NA,3,"Kyle Seager called out on strikes.","R","L","R","SEA","OAK","S",2,"",1,2,2021,-1.07,1.16,0.74,3.03,NA,NA,664034,1,1,"Bot",NA,NA,NA,NA,543228,NA,NA,7.1176783394247,-140.612370357493,-5.61213551145012,-15.7284194094226,30.8226568801713,-15.7456505899033,3.49,1.52,NA,NA,NA,96.1,2215,5.9,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.59,NA,NA,0,1,0,0,NA,6,4,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",201,-0.028,-0.212
"71","FS",2021-09-29,86.2,-1.23,6.2,"Seager, Kyle",572122,593423,"","foul",NA,NA,NA,NA,5,"Kyle Seager called out on strikes.","R","L","R","SEA","OAK","S",NA,"",1,1,2021,-0.73,0.14,-0.07,2.18,NA,NA,664034,1,1,"Bot",NA,NA,NA,NA,543228,NA,NA,4.1975667925533,-125.52741023157,-3.63673674499732,-8.50776974913049,23.9215707473913,-30.1829672501425,3.37,1.53,8,46.4,-16,85.9,1522,5.9,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.58,NA,NA,NA,NA,NA,NA,NA,6,3,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shift","Standard",236,0,-0.086
"72","FF",2021-09-29,94.6,-1.21,6.25,"Seager, Kyle",572122,593423,"","swinging_strike",NA,NA,NA,NA,11,"Kyle Seager called out on strikes.","R","L","R","SEA","OAK","S",NA,"",1,0,2021,-0.35,1.35,-0.87,3.21,NA,NA,664034,1,1,"Bot",NA,NA,NA,NA,543228,NA,NA,1.6551023228713,-137.775175826404,-5.26157885386894,-4.79784513111628,29.9587075208009,-14.0075309152291,3.37,1.53,10,NA,NA,94.2,2280,5.9,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.56,NA,NA,NA,NA,NA,NA,NA,6,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",206,0,-0.052
"73","SI",2021-09-29,94.6,-1.3,6.28,"Seager, Kyle",572122,593423,"","ball",NA,NA,NA,NA,11,"Kyle Seager called out on strikes.","R","L","R","SEA","OAK","B",NA,"",0,0,2021,-1.2,1.04,-1.35,3.18,NA,NA,664034,1,1,"Bot",NA,NA,NA,NA,543228,NA,NA,2.51602253185717,-137.712761381334,-4.64805779428,-15.7600010232337,31.3893886376379,-18.1601570898429,3.57,1.57,NA,NA,NA,93.5,2229,5.7,632299,593423,543228,621566,643393,656305,543281,592192,516782,640461,54.82,NA,NA,NA,NA,NA,NA,NA,6,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",199,0,0.048
"74","FF",2021-09-28,92.9,-1.28,5.51,"Seager, Kyle",572122,605135,"field_out","hit_into_play",NA,NA,NA,NA,4,"Kyle Seager grounds out sharply, shortstop Josh Harrison to first baseman Matt Olson.","R","L","R","SEA","OAK","X",6,"ground_ball",1,2,2021,-0.65,1.08,-0.47,2.3,641487,NA,NA,1,3,"Bot",127.81,152.33,NA,NA,669221,NA,NA,3.48401700645404,-135.151536535041,-4.77923585698079,-8.71146561626745,30.3606325189323,-18.0961068811306,3.37,1.53,41,104.3,-1,92.7,2143,6.2,632312,605135,669221,621566,643393,656305,543281,592192,664913,640461,54.26,0.394,0.355,0,1,0,0,4,22,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",222,-0.069,-0.138
